transaction,category
fuel,Fuel
rite aid,Health
  target  ,Groceries
aha store 237,Entertainment
REbEl Foods,Food & Dining
METRO CASH,Groceries
shop,Shopping
doctor,Health
petrol pump-store,Fuel
comcast,Utilities
rebel foods #1993,Food & Dining
SHELL,Fuel
paytm mall 94 main st,Shopping
carnivalcinemas,Entertainment
  cafe coffee day  ,Food & Dining
blinkit/shop,Groceries
diesel #541,Fuel
nordstrom,Shopping
exxon/shop,Fuel
d2h*,Utilities
reebok 175 main st,Shopping
naaptol,Shopping
homeshop18.com,Shopping
h&m #6945,Shopping
alt balaji 996 main st,Entertainment
indRapRAsTHa gAs,Utilities
punjabi dhaba/shop,Food & Dining
hindustan petroleum,Fuel
twenty four seven*,Groceries
Cng,Fuel
  saravana bhavan  ,Food & Dining
nIlgiRI's,Groceries
Max Healthcare,Health
ola,Transportation
BEScoM,Utilities
reebok #4622,Shopping
ONE PLUS,Shopping
youtube music-store,Entertainment
walMart,Groceries
natures basket,Groceries
disney*,Entertainment
fare*,Transportation
dart,Groceries
bigbasket/shop,Groceries
nilgiris,Groceries
  koovs  ,Shopping
indian rqilways,Transportation
zee5.com,Entertainment
safeway 488 main st,Groceries
zepto 586 main st,Groceries
target store 186,Groceries
costco store 346,Groceries
BHARAT PETROLEUM,Fuel
mtnl 743 main st,Utilities
dr lal pathlabs/shop,Health
blikit,Groceries
dominos india 922 main st,Food & Dining
Pizza,Food & Dining
SI,Fuel
reliance trends-store,Shopping
yashoda 210 main st,Health
ctoudnine,Health
craftsvilla #7227,Shopping
  diner  ,Food & Dining
grofers*,Groceries
CRoma,Shopping
kolkata mesro,Transportation
medicover store 317,Health
amazon store 146,Shopping
ajio/shop,Shopping
FH,Health
haldirams store 252,Food & Dining
Petrol,Fuel
ksrtc store 185,Transportation
nilgiri's 15 main st,Groceries
wendys,Food & Dining
ajio,Shopping
  mobil  ,Fuel
STEAM,Entertainment
pEtrol PuMp,Fuel
nilgiris store 477,Groceries
dominos 765 main st,Food & Dining
spotify india*,Entertainment
more store 102,Groceries
SS,Shopping
spencer'S,Groceries
PaYTM BUs,Transportation
fortis store 158,Health
safeway store 250,Groceries
gamestheshop,Entertainment
rEBEl foOdS,Food & Dining
  macys  ,Shopping
SPOTIFY,Entertainment
cng*,Fuel
store-store,Shopping
mumbai metro #5609,Transportation
frnshmenu,Food & Dining
  swiggy  ,Food & Dining
vijay sales.com,Shopping
box8/shop,Food & Dining
gap/shop,Shopping
DMRC,Transportation
nykaa*,Shopping
AP,Health
  marathon  ,Fuel
mobil/shop,Fuel
mumbai metro-store,Transportation
yashdda,Health
med plus,Health
mubai metro,Transportation
reebok*,Shopping
reliance trends-store,Shopping
nordstrom,Shopping
bigbazaar 79 main st,Groceries
spotify,Entertainment
TJ,Groceries
1Mg,Health
airsel,Utilities
HP,Fuel
ZEE5,Entertainment
bharat PEtRoLeuM,Fuel
hathway-store,Utilities
Barista,Food & Dining
disney hotstar*,Entertainment
delhi metro*,Transportation
Lilavati,Health
irctc.com,Transportation
tikona store 16,Utilities
energy*,Utilities
ola cabs store 155,Transportation
easyday #1546,Groceries
soey liv,Entertainment
nordstrom #677,Shopping
biryani blues*,Food & Dining
TaXi,Transportation
ovenstory/shop,Food & Dining
cOmcAst,Utilities
disney+ hotstar/shop,Entertainment
sunrco,Fuel
telecom store 51,Utilities
RELIANCE TRENDS,Shopping
limeroad store 293,Shopping
hpcl #2141,Fuel
kims hospital,Health
Diesel,Fuel
spencers 286 main st,Groceries
jabong/shop,Shopping
snapdeal 549 main st,Shopping
jio cinema 107 main st,Entertainment
walmart*,Groceries
Cafe Coffee Day,Food & Dining
doctor*,Health
kokilaben #3121,Health
fare.com,Transportation
nILGirIS,Groceries
comcast,Utilities
disney,Entertainment
uber.com,Transportation
water,Utilities
moti mahal.com,Food & Dining
easyday 327 main st,Groceries
JB,Fuel
PUBLIX,Groceries
vi 895 main st,Utilities
styam cinemas,Entertainment
swggy instamart,Food & Dining
bikanervala,Food & Dining
esar oil,Fuel
jip bp,Fuel
hindustan petroleum store 341,Fuel
delhi metro/shop,Transportation
apple music india/shop,Entertainment
rapido-store,Transportation
ksrtc,Transportation
mSEDCl,Utilities
cvs*,Health
pizza hut india #3911,Food & Dining
fortis.com,Health
  indian oil  ,Fuel
bestbuy*,Shopping
ABHIBUS,Transportation
  myupchar  ,Health
reiance trends,Shopping
WESTSIDE,Shopping
TACO BELL,Food & Dining
  hindustan petroleum  ,Fuel
reliance petol,Fuel
cesc,Utilities
aster 785 main st,Health
panera store 413,Food & Dining
max healthcare.com,Health
dominos india/shop,Food & Dining
spencer's,Groceries
  starbucks  ,Food & Dining
reliance power #3158,Utilities
amusement,Entertainment
cafe,Food & Dining
pvr 851 main st,Entertainment
verizon store 370,Utilities
parket,Groceries
  bus  ,Transportation
wockhardt,Health
ola*,Transportation
abiibus,Transportation
blu smart #2697,Transportation
Box8,Food & Dining
parking,Transportation
disney.com,Entertainment
srl diagnostics 699 main st,Health
CAFE,Food & Dining
taco bell store 401,Food & Dining
youtube music 813 main st,Entertainment
OLA,Transportation
  one plus  ,Shopping
wynk music,Entertainment
shell.com,Fuel
chennaimetro,Transportation
gasoline.com,Fuel
STORE,Shopping
tarzet,Groceries
hungama 6 main st,Entertainment
xbox 902 main st,Entertainment
delhi jal board*,Utilities
gas sttion,Fuel
Bharat Petroleum,Fuel
snapdeal 451 main st,Shopping
decathlon india,Shopping
IRANI CAFE,Food & Dining
best 866 main st,Transportation
FREsH MenU,Food & Dining
lunchbox.com,Food & Dining
chevron #4408,Fuel
bpcl-store,Fuel
Reliance Petroleum,Fuel
bikanervala 62 main st,Food & Dining
zee5 326 main st,Entertainment
chevron.com,Fuel
rapido store 324,Transportation
games/shop,Entertainment
dominos india 200 main st,Food & Dining
  fresh  ,Groceries
twenty four seven.com,Groceries
pizza*,Food & Dining
marathon.com,Fuel
hotstsr,Entertainment
pizza hut india-store,Food & Dining
dr lal pathlabs*,Health
phone/shop,Utilities
CARE HOSPITAL,Health
tatasky*,Utilities
cng #210,Fuel
train/shop,Transportation
nature's basket,Groceries
kfc india/shop,Food & Dining
power store 255,Utilities
Hpcl,Fuel
ajio 313 main st,Shopping
max healthcare,Health
pspcl/shop,Utilities
reliance trends-store,Shopping
haldirams 518 main st,Food & Dining
jio mrt,Groceries
reebok store 73,Shopping
Idea,Utilities
essar oil,Fuel
apsrtc.com,Transportation
blu smart/shop,Transportation
kochi metro/shop,Transportation
hospital #8452,Health
mobil,Fuel
wow momo,Food & Dining
amazon/shop,Shopping
gas company 562 main st,Utilities
bharat petroleum 519 main st,Fuel
bescon,Utilities
NiKe,Shopping
transpot,Transportation
1mg/shop,Health
aha/shop,Entertainment
samsung store 525 main st,Shopping
AtT,Utilities
hpcl,Fuel
  wockhardt  ,Health
fabindia store 394,Shopping
reliance petrol*,Fuel
DMART READY,Groceries
Medplus,Health
bharat petroleum*,Fuel
croma*,Shopping
pubix,Groceries
MTNL,Utilities
burger #6543,Food & Dining
energy*,Utilities
wockhardt,Health
gas station.com,Fuel
carnival cinemas/shop,Entertainment
disney-store,Entertainment
haldiram/shop,Food & Dining
ASI,Shopping
Dominos,Food & Dining
vi-store,Utilities
myntra store 32,Shopping
panea,Food & Dining
LYBRATE,Health
FRESH,Groceries
HALdIRaMs,Food & Dining
namma metro 931 main st,Transportation
apollo hospitals store 338,Health
Apple Store,Shopping
MEDICOVER,Health
  blu smart  ,Transportation
NARAYANA HEALTH,Health
vOOT,Entertainment
1mg #1952,Health
ttasky,Utilities
xbox store 413,Entertainment
jio/shop,Utilities
star bazaar store 37,Groceries
NETFLIX,Entertainment
fabindia 755 main st,Shopping
SC,Entertainment
spencers #1203,Groceries
dtc 579 main st,Transportation
dmart ready*,Groceries
apple store*,Shopping
srl diagnosics,Health
max hopital,Health
blusmart #2326,Transportation
gamestheshop,Entertainment
Snapdeal,Shopping
rhell,Fuel
NB,Groceries
KOovs,Shopping
zepto,Groceries
burger king india.com,Food & Dining
sony liv,Entertainment
marabhon,Fuel
big bazaar store 245,Groceries
d2h #1440,Utilities
tneb store 425,Utilities
  rebel foods  ,Food & Dining
NETMEDS,Health
dunkin store 468,Food & Dining
pvr cinemas*,Entertainment
reliance digital/shop,Shopping
chevron.com,Fuel
barisa,Food & Dining
reEBOK,Shopping
apollo pharmacy,Health
auto gas.com,Fuel
namma metro,Transportation
Att,Utilities
  verizon  ,Utilities
disneyg hotstar,Entertainment
essar oil 222 main st,Fuel
reliance power.com,Utilities
amazpn,Shopping
DMRC,Transportation
  kfc india  ,Food & Dining
mARaTHon,Fuel
petrol #6542,Fuel
Mi Store,Shopping
care hospital/shop,Health
vijAY salEs,Shopping
gaana 673 main st,Entertainment
kfc #1305,Food & Dining
target*,Groceries
clinic,Health
  miraj cinemas  ,Entertainment
mahanagar gas-store,Utilities
dr lal pathlabs store 473,Health
internet*,Utilities
tayget,Shopping
kfc indIa,Food & Dining
udupi/shop,Food & Dining
  rite aid  ,Health
amazon,Shopping
phrmacy,Health
bp,Fuel
EASYDAY,Groceries
exxon,Fuel
Wendys,Food & Dining
fresh-store,Groceries
  myupchar  ,Health
Zara,Shopping
aster store 157,Health
fresh,Groceries
nayara energy-store,Fuel
mobil*,Fuel
myntra #1188,Shopping
gasoline,Fuel
zee5 449 main st,Entertainment
more/shop,Groceries
cafe/shop,Food & Dining
big basket-store,Groceries
walgreens,Health
MS,Shopping
  hulu  ,Entertainment
d2h,Utilities
diner #5872,Food & Dining
panera store 320,Food & Dining
ebay #7009,Shopping
dunzo #1710,Groceries
MARKET,Groceries
mahanaga gas,Utilities
lybrlte,Health
tAtA cLIQ,Shopping
gaana/shop,Entertainment
MM,Transportation
freshmenu #5229,Food & Dining
lilavati #2108,Health
market.com,Groceries
dmART rEaDY,Groceries
Gasoline,Fuel
  jio  ,Utilities
starbucks,Food & Dining
vijay sales/shop,Shopping
fResH MENU,Food & Dining
reliance power*,Utilities
walmart #9391,Shopping
cng 446 main st,Fuel
nilgiri's #3111,Groceries
bus-store,Transportation
uostco,Groceries
Steam,Entertainment
naaptol.com,Shopping
dining-store,Food & Dining
hindustan petroleum/shop,Fuel
care store 471,Health
sahakari bhandar/shop,Groceries
SRL DIAGNOSTICS,Health
SC,Entertainment
jiomart #2343,Groceries
moremegastore,Groceries
care hospital/shop,Health
reliance power/shop,Utilities
jaslok-store,Health
  supermarket  ,Groceries
faz india,Shopping
indian oil #152,Fuel
24 seven,Groceries
PSPCL,Utilities
uber-store,Transportation
amsrtc,Transportation
spencer's,Groceries
hypercity/shop,Groceries
meesho,Shopping
OVENSTORY,Food & Dining
homeshop18,Shopping
macys,Shopping
flipkart store 311,Shopping
aulo gas,Fuel
bmtc,Transportation
breach candy.com,Health
CENTRAL,Shopping
sun nxt store 393,Entertainment
hpcl,Fuel
prking,Transportation
haldiram 516 main st,Food & Dining
easyday #9942,Groceries
mtro,Transportation
zara-store,Shopping
tata sky #2617,Utilities
moti mahal.com,Food & Dining
Spotify,Entertainment
mfine-store,Health
Jio Bp,Fuel
bLInKIt,Groceries
med plus 111 main st,Health
SpEctra,Utilities
max healthcare 25 main st,Health
fare store 331,Transportation
  pharmacy  ,Health
spar 125 main st,Groceries
CHEVRON,Fuel
  saravana bhavan  ,Food & Dining
hotstar/shop,Entertainment
hpcl/shop,Fuel
Mobikwik,Transportation
targt,Shopping
amazon prime,Entertainment
petrol pump,Fuel
diner/shop,Food & Dining
punjabi dhaba #2860,Food & Dining
ALTBALAJI,Entertainment
dr lal pathlabs store 383,Health
MEESHO,Shopping
reliance petrol 701 main st,Fuel
mobil #5333,Fuel
RF,Groceries
woodland,Shopping
cae hospital,Health
panera/shop,Food & Dining
flipkart supermart*,Groceries
sWiGgy iNSTAmART,Food & Dining
1mg #8253,Health
cloudnine store 403,Health
freshmenu store 156,Food & Dining
instamart-store,Groceries
aiis,Health
HOSPItAL,Health
HPcL,Fuel
xbox,Entertainment
Taxi,Transportation
Biryani Blues,Food & Dining
  petrol pump  ,Fuel
mi store.com,Shopping
twenty four seven/shop,Groceries
nykaa 666 main st,Shopping
bsnl.com,Utilities
medplus,Health
eros now,Entertainment
pRIme ViDeO India,Entertainment
MaX HEAlTHCare,Health
bses-store,Utilities
mfINE,Health
tatasky store 361,Utilities
amazon.com,Shopping
hinduja hospital store 100,Health
nayara energy store 7,Fuel
Jaslok,Health
BIRYANI BLUES,Food & Dining
more megastore.com,Groceries
NILGIRIS,Groceries
trader joes/shop,Groceries
  tata power  ,Utilities
verizon*,Utilities
best*,Transportation
spotify.com,Entertainment
rebel foods store 157,Food & Dining
srl diognostics,Health
  redbus  ,Transportation
VOOt,Entertainment
IRCTC,Transportation
Auto Gas,Fuel
HINDUJA HOSPITAL,Health
exxon,Fuel
ola cabs #6970,Transportation
nilgiris-store,Groceries
Ccd,Food & Dining
care store 24,Health
Utilities,Utilities
motherhood-store,Health
lyft.com,Transportation
kolKAtA meTRo,Transportation
saravana bhavan 673 main st,Food & Dining
petrol pump/shop,Fuel
Bp,Fuel
gaseline,Fuel
box8 #6555,Food & Dining
biryani blues,Food & Dining
transit,Transportation
Fare,Transportation
publix #3125,Groceries
chennai metro,Transportation
spectra,Utilities
CP,Food & Dining
PC,Entertainment
MOBIL,Fuel
med plus*,Health
chevron #3487,Fuel
lifestyle stores #3260,Shopping
RED BUS,Transportation
bescom store 86,Utilities
shell india*,Fuel
cvs/shop,Health
pvr,Entertainment
spencer's/shop,Groceries
att*,Utilities
panera/shop,Food & Dining
uber india.com,Transportation
rfliance jio,Utilities
jIO mART,Groceries
toRrenT POwER,Utilities
mobil,Fuel
prime video india.com,Entertainment
woodland #3134,Shopping
more #9246,Groceries
wynk music.com,Entertainment
lifestyle.com,Shopping
GAMESTHESHOP,Entertainment
macys,Shopping
starbucks-store,Food & Dining
BIRYANI BLUES,Food & Dining
delhi metro*,Transportation
star azaar,Groceries
  burger king india  ,Food & Dining
bigbasket,Groceries
chaayos,Food & Dining
Saravana Bhavan,Food & Dining
myntra-store,Shopping
InOX,Entertainment
bpcl-store,Fuel
bus/shop,Transportation
fabindia,Shopping
Delhi Metro,Transportation
krogek,Groceries
more megastore,Groceries
pizza store 244,Food & Dining
cvs*,Health
stoe,Shopping
  burger king india  ,Food & Dining
Att,Utilities
MANIPAL HOSPITAL,Health
apollo hospitals,Health
Big Bazaar,Groceries
SPENCER'S,Groceries
medicover,Health
SHoPClueS,Shopping
pvr #7403,Entertainment
Best,Transportation
  care  ,Health
hungama/shop,Entertainment
LyfT,Transportation
centcal,Shopping
snell,Fuel
ceNTral,Shopping
spotify india 677 main st,Entertainment
HM,Transportation
blu smart,Transportation
breach candy 353 main st,Health
cable 592 main st,Utilities
grocery.com,Groceries
mx player*,Entertainment
fuel-store,Fuel
TarGET,Shopping
spectra*,Utilities
sunoco-store,Fuel
  starbucks  ,Food & Dining
BEstBuY,Shopping
hulu*,Entertainment
Supermarket,Groceries
Dominos India,Food & Dining
BB,Groceries
wendys,Food & Dining
GAIl,Utilities
mall.com,Shopping
bus #286,Transportation
reliance digital store 443,Shopping
sahakari bhandar,Groceries
idEA,Utilities
  fare  ,Transportation
saravana bhavan,Food & Dining
aha,Entertainment
yashoda/shop,Health
spar-store,Groceries
vi 917 main st,Utilities
Ccd,Food & Dining
cvs,Health
  lunchbox  ,Food & Dining
reliance petrol,Fuel
medical*,Health
kroger,Groceries
hALDiRAmS,Food & Dining
aha.com,Entertainment
natures basket,Groceries
  petrol pump  ,Fuel
moie,Entertainment
fresh menu #7963,Food & Dining
mobikwik,Transportation
bistro/shop,Food & Dining
max healthcare,Health
  eros now  ,Entertainment
central 805 main st,Shopping
mvie,Entertainment
  jiomart  ,Groceries
bookmyshow,Entertainment
fabindia store 153,Shopping
barista/shop,Food & Dining
max healthcare*,Health
sonyliv #9602,Entertainment
Bpcl,Fuel
dental #7070,Health
Uber,Transportation
  faasos  ,Food & Dining
oven story store 289,Food & Dining
essar oil,Fuel
burger king india/shop,Food & Dining
natures basket 862 main st,Groceries
netmeds.com,Health
hpcl #2958,Fuel
  electric  ,Utilities
tneb.com,Utilities
nilgiri's #4377,Groceries
cinema,Entertainment
kochi metro #7597,Transportation
wow momo/shop,Food & Dining
metro,Transportation
sahakari bhandar,Groceries
spar store 45,Groceries
bkanervala,Food & Dining
fab india.com,Shopping
relianceqdigital,Shopping
market store 421,Groceries
phone/shop,Utilities
trader joes #1775,Groceries
whoLE FoodS,Groceries
gas stbtion,Fuel
idea-store,Utilities
APOLLO PHARMACY,Health
pizza,Food & Dining
reliance smart,Groceries
bestbuy 739 main st,Shopping
HuNGAmA,Entertainment
inox store 11,Entertainment
LS,Shopping
HH,Health
tata power*,Utilities
NB,Groceries
iocl*,Fuel
sony liv #688,Entertainment
Shell India,Fuel
mfine.com,Health
truemeds,Health
AP,Entertainment
fab india store 59,Shopping
d2h/shop,Utilities
aetail,Shopping
apple store india,Shopping
sony liv #4990,Entertainment
electric.com,Utilities
store #4324,Shopping
diner.com,Food & Dining
Act Fibernet,Utilities
gamestheshop,Entertainment
tragsit,Transportation
bigbazkar,Groceries
shoppers top,Shopping
netflix store 173,Entertainment
max healthcare 112 main st,Health
24 sEVeN,Groceries
power store 53,Utilities
bigbazaar,Groceries
fresh,Groceries
SD,Health
Dunkin,Food & Dining
SB,Food & Dining
shop*,Shopping
oven story #6838,Food & Dining
vodafone,Utilities
steam,Entertainment
  reliance petroleum  ,Fuel
concert store 444,Entertainment
vi,Utilities
twenty fou seven,Groceries
mcys,Shopping
med plus/shop,Health
METRO,Transportation
kokilaben,Health
fpbindia,Shopping
sony liv,Entertainment
Uber,Transportation
Jio,Utilities
yasoda,Health
msrzc,Transportation
bus store 57,Transportation
SnApdeaL,Shopping
  ola  ,Transportation
udaqn,Shopping
Dominos India,Food & Dining
jiomarg,Groceries
petrol-store,Fuel
PHARMACY,Health
  snapdeal  ,Shopping
fuel #7496,Fuel
nilgiri's,Groceries
reel foods,Food & Dining
superbazar,Groceries
bestbuy*,Shopping
Erosnow,Entertainment
MAll,Shopping
  big basket  ,Groceries
AHA,Entertainment
mftherhood,Health
craftsvilla 271 main st,Shopping
BURGER KING INDIA,Food & Dining
iDeA,Utilities
IG,Utilities
SATyaM cinemas,Entertainment
DomiNoS,Food & Dining
ciNema,Entertainment
water #576,Utilities
water store 192,Utilities
jio #7083,Utilities
jaslok.com,Health
blu smart/shop,Transportation
nilgiris*,Groceries
NE,Fuel
restaurant-store,Food & Dining
ONEMG,Health
kOKIlAben,Health
Jiocinema,Entertainment
aiime,Health
spotify-store,Entertainment
SD,Health
easyday 176 main st,Groceries
walgreens-store,Health
BIRYANI BLUES,Food & Dining
fresh menu #1915,Food & Dining
H&M,Shopping
mfine*,Health
rail 273 main st,Transportation
CNG,Fuel
faasos store 412,Food & Dining
reliance petrol.com,Fuel
cvs/shop,Health
gas company-store,Utilities
  sun nxt  ,Entertainment
Pvr Cinemas,Entertainment
oneplus store 483 main st,Shopping
amusement.com,Entertainment
adidas-store,Shopping
hoichoi,Entertainment
